"any","autor","persona/organització","Codi arxiu digital","contingut","durada","exposició","format","Idioma","notes","núm. inv.","productor","títol"
2001,"Catherine David, Walid Sadek","p",,"Conferència 22/10/2001
Seminari a la UNIA 22-26/10/2001","02:08:39","Representacions àrabs contemporànies. Beirut / Líban","CD (audio MP3)","castellà/anglès","Mala qualitat del so",256,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
2002,"Walid Raad","p",,"Conferència 21/06/2002","01:08:00","Representacions àrabs contemporànies. Beirut/Líban","DVD","anglès","Baixa qualitat del so",257,,"Activitat: Conferència - performance: Prou de murmurar en veu alta. Documents de l’Atlas Group Archive"
2002,"Walid Raad","p",,"Conferència 21/06/2002","01:08:00","Representacions àrabs contemporànies. Beirut/Líban","DVD","anglès","Còpia.
Baixa qualitat del so",258,,"Activitat: Conferència - performance: Prou de murmurar en veu alta. Documents de l’Atlas Group Archive"
25022006,"Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Salima Salih, Sinan Antoon    ","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:07:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab","còpia
ubicació: arxiu conferències",259,,"Literatura iraquiqna contemporània. Carte Blanche a Banipal
Homenatge a Samir Naqqash"
25022006,"Samuel Shimon","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","00:10:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab","original
ubicació: despatx Miquel, arxiu RAC",260,,"Literatura iraquiqna contemporània. Carte Blanche a Banipal.
Llançament de la revista Banipal nº24"
25052006,"Samuel Shimon","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","00:10:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab","còpia
ubicació: arxiu conferències",261,,"Literatura iraquiqna contemporània. Carte Blanche a Banipal.
Llançament de la revista Banipal nº24"
17122005,"Fadhil Al-Azzawi, Sargon Boulus, Saadi Youssef","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín","00:50:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD",,"original
ubicació: despatx Miquel, arxiu RAC",262,"àrab, alemany, anglès","Lectura poètica a càrrec de Fadhil Al-Azzawi, Sargon Boulus i Saadi Youssef"
17122005,"Fadhil Al-Azzawi, Sargon Boulus, Saadi Youssef","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín","00:50:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab, alemany, anglès","còpia
ubicació: arxiu conferències",263,,"Lectura poètica a càrrec de Fadhil Al-Azzawi, Sargon Boulus i Saadi Youssef"
17122005,"Catherine David, Saadi Youssef","p",,"Conversa realitzada al KW Institute for Contemporary Art, Berlín","00:42:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original
ubicació: despatx Miquel, arxiu RAC",264,,"Sobre la literatura i la cultura a l’Iraq. Una conversa entre Catherine David i Saadi Youssef"
17122005,"Catherine David, Saadi Youssef","p",,"Conversa realitzada al KW Institute for Contemporary Art, Berlín","00:42:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","còpia
ubicació: arxiu conferències",265,,"Sobre la literatura i la cultura a l’Iraq. Una conversa entre Catherine David i Saadi Youssef"
25022007,"Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Sinan Antoon ","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín","01:21:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab, alemany","original
ubicació: despatx Miquel, arxiu RAC",266,,"Literatura iraquiana contemporània. Carte Blanche a Banipal. Lectures de narrativa i poesia a càrrec de Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas i Sinan Antoon "
25022006,"Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Sinan Antoon","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín","01:21:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab, alemany","còpia
ubicació: arxiu conferències",267,,"Literatura iraquiana contemporània. Carte Blanche a Banipal. Lectures de narrativa i poesia a càrrec de Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas i Sinan Antoon "
25022006,"Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Salima Salih, Sinan Antoon","p",,"Taula rodona realitzada al KW Institute for Contemporary Art, Berlín","00:54:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab","original
ubicació: despatx Miquel, arxiu RAC",268,,"Literatura iraquiana contemporània. Carte Blanche a Banipal. Taula Rodona amb Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Salima Salih, Sinan Antoon"
25022006,"Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Salima Salih, Sinan Antoon","p",,"Taula rodona realitzada al KW Institute for Contemporary Art, Berlín","00:54:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab","còpia
ubicació: arxiu conferències",269,,"Literatura iraquiana contemporània. Carte Blanche a Banipal. Taula Rodona amb Samuel Shimon, Fadhil Al-Azzawi, Shimon Ballas, Salima Salih, Sinan Antoon"
2006,"Ángel González García","p",,"Conferència 30/11/2006","01:29:00","La imatge fantasma","MiniDV","castellà",,270,,"Seminari: La imatge fantasma
Conferència: (e)videntment"
2006,"Ángel González García","p",,"Conferència 30/11/2006","01:29:00","La imatge fantasma","DVD","castellà",,271,,"Seminari: La imatge fantasma
Conferència: (e)videntment"
2006,"Ángel González García","p",,"Conferència 30/11/2006","01:29:00","La imatge fantasma","DVD","castellà","Còpia",272,,"Seminari: La imatge fantasma
Conferència: (e)videntment"
2006,"Ángel González García","p",,"Conferència 30/11/2006","01:29:00","La imatge fantasma","CD (audio MP3)","castellà",,273,,"Seminari: La imatge fantasma
Conferència: (e)videntment"
2006,"Ángel González García","p",,"Conferència 30/11/2006","01:29:00","La imatge fantasma","CD (audio MP3)","castellà","Còpia",274,,"Seminari: La imatge fantasma
Conferència: (e)videntment"
2006,"Juan José Lahuerta","p",,"Conferència 01/12/2006","01:26:00","La imatge fantasma","MiniDV","castellà",,275,,"Seminari: La imatge fantasma
Conferència: Interior amb esquelet"
2006,"Juan José Lahuerta","p",,"Conferència 01/12/2006","01:26:00","La imatge fantasma","DVD","castellà",,276,,"Seminari: La imatge fantasma
Conferència: Interior amb esquelet"
2006,"Juan José Lahuerta","p",,"Conferència 01/12/2006","01:26:00","La imatge fantasma
","DVD","castellà","Còpia",277,,"Seminari: La imatge fantasma
Conferència: Interior amb esquelet"
2006,"Juan José Lahuerta","p",,"Conferència 01/12/2006","01:26:00","La imatge fantasma","CD (audio MP3)","castellà",,278,,"Seminari: La imatge fantasma
Conferència: Interior amb esquelet
"
2006,"Juan José Lahuerta","p",,"Conferència 01/12/2006","01:26:00","La imatge fantasma","CD (audio MP3)","castellà","Còpia",279,,"Seminari: La imatge fantasma
Conferència: Interior amb esquelet"
24022006,"Fernando Báez, Hashim Al-Tawil, Sinan Antoon","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","00:35:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès, alemany, castellà","original
ubicació: despatx Miquel, arxiu RAC",280,,"Destrucció cultural a l’Iraq. Preguntes a Fernando Báez, Hashim Al-Tawil i Sinan Antoon"
24022006,"Fernando Báez, Hashim Al-Tawil, Sinan Antoon","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","00:35:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès, alemany, castellà","còpia
ubicació: arxiu conferències",281,,"Destrucció cultural a l’Iraq. Preguntes a Fernando Báez, Hashim Al-Tawil i Sinan Antoon"
24022006,"Sinan Antoon","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","00:41:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original
ubicació: despatx Miquel, arxiu RAC",282,,"Destrucció cultural a l’iraq. Restes i diàspora: la cultura iraquiana ara"
24022006,"Sinan Antoon","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","00:41:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","còpia
ubicació: arxiu conferències",283,,"Destrucció cultural a l’iraq. Restes i diàspora: la cultura iraquiana ara"
24022006,"Hashim Al-Tawil","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:00:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original
ubicació: despatx Miquel, arxiu RAC",284,,"Destrucció cultural a l’Iraq.  L’art en temps de guerra: el destí polític dels monuments públics moderns de l’Iraq després de la invasió d’Estats Units"
24022006,"Hashim Al-Tawil","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:00:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","còpia
ubicació: arxiu conferències",285,,"Destrucció cultural a l’Iraq.  L’art en temps de guerra: el destí polític dels monuments públics moderns de l’Iraq després de la invasió d’Estats Units"
24022006,"Fernando Báez","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:05:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","castellà","original
ubicació: despatx Miquel, arxiu RAC",286,,"Destrucció cultural a Iraq. La destrucció del patrimoni cultural a l’Iraq"
24022006,"Fernando Báez","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:05:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","castellà","còpia
ubicació: arxiu conferències",287,,"Destrucció cultural a Iraq. La destrucció del patrimoni cultural a l’Iraq"
17122005,"Fadhil Al-Azzawi, Sargon Boulus, Saadi Youssef","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín","00:50:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab, anglès, alemany","original
ubicació: despatx Miquel, arxiu RAC",288,,"Lectura poètica. Fadhil Al-Azzawi, Sargon Boulus i Saadi Youssef"
17122005,"Fadhil Al-Azzawi, Sargon Boulus, Saadi Youssef","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín","00:50:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","àrab, anglès, alemany","còpia
ubicació: arxiu conferències",289,,"Lectura poètica. Fadhil Al-Azzawi, Sargon Boulus i Saadi Youssef"
18122005,"Hana Al-Bayaty","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín
Hana Al-Bayaty explica la seva activitat al BRussells Tribunal. on investiga els crim de l’ocupació","00:45:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original
ubicació: despatx Miquel, arxiu RAC",290,,"Sobre la democràcia a l’Iraq"
18122005,"Hana Al-Bayaty","p",,"Lectura realitzada al KW Institute for Contemporary Art, Berlín
Hana Al-Bayaty explica la seva activitat al BRussells Tribunal. on investiga els crim de l’ocupació","00:45:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","còpia
ubicació: arxiu conferències",291,,"Sobre la democràcia a l’Iraq"
18122005,"Gema Martín Muñoz","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:28:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","francès","original
ubicació: despatx Miquel, arxiu RAC",292,,"Política i ocupació a l’Iraq"
18122005,"Gema Martín Muñoz","p",,"Conferència realitzada al KW Institute for Contemporary Art, Berlín","01:28:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","francès","còpia
ubicació: arxiu conferències",293,,"Política i ocupació a l’Iraq"
18122006,"Sargon Boulus, Saadi Youssef, Faisel Laibi, Rashad Salim","p",,"Taula rodona realitzada al KW Institute for Contemporary Art, Berlín","01:32:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","original
ubicació: despatx Miquel, arxiu RAC",294,,"Literatura i cultura durant els anys seixanta i setanta a l’Iraq. Taula rodona"
18122006,"Sargon Boulus, Saadi Youssef, Faisel Laibi, Rashad Salim","p",,"Taula rodona realitzada al KW Institute for Contemporary Art, Berlín","01:32:00","Representacions àrabs contemporànies. L’equació iraquiana","DVD","anglès","còpia
ubicació: arxiu conferències",295,,"Literatura i cultura durant els anys seixanta i setanta a l’Iraq. Taula rodona"
1122006,"Georges Didi-Huberman","p",,,"01:24:00","La imatge fantasma","MiniDV","castellà","original",296,,"Seminari: La imatge fantasma
Conferència: El gest fantasma"
1122006,"Georges Didi-Huberman","p",,,"01:24:00","La imatge fantasma","DVD","castellà","original",297,,"Seminari: La imatge fantasma
Conferència: El gest fantasma"
1122006,"Georges Didi-Huberman","p",,,"01:24:00","La imatge fantasma","DVD","castellà","còpia",298,,"Seminari: La imatge fantasma
Conferència: El gest fantasma"
1122006,"Georges Didi-Huberman","p",,,"01:24:00","La imatge fantasma","CD (àudio MP3)","castellà","original",299,,"Seminari: La imatge fantasma
Conferència: El gest fantasma"
1122006,"Georges Didi-Huberman","p",,,"01:24:00","La imatge fantasma","CD (àudio MP3)","castellà","còpia",300,,"Seminari: La imatge fantasma
Conferència: El gest fantasma"
4052007,"Armando Silva","p",,,"01:10:50","Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","original",301,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Imaginaris urbans a l’Amèrica Llatina i nous urbanismes ciutadans"
4052007,"Armando Silva","p",,,"01:10:50","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","original",302,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Imaginaris urbans a l’Amèrica Llatina i nous urbanismes ciutadans"
4052007,"Armando Silva","p",,,"01:10:50","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","còpia",303,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Imaginaris urbans a l’Amèrica Llatina i nous urbanismes ciutadans"
4052007,"Armando Silva","p",,,"01:10:50","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (àudio MP3)","castellà","original",304,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Imaginaris urbans a l’Amèrica Llatina i nous urbanismes ciutadans"
4052007,"Armando Silva","p",,,"01:10:50","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (àudio MP3)","castellà","còpia",305,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Imaginaris urbans a l’Amèrica Llatina i nous urbanismes ciutadans"
2007,"Manuel Delgado, Armando Silva","p",,"Conferència 05/05/2007",02:22:24,"Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","MiniDV I/II",306,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: L’Imaginari urbà a debat"
2007,"Manuel Delgado, Armando Silva","p",,"Conferència 05/05/2007",02:22:24,"Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","MiniDV II/II",307,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: L’Imaginari urbà a debat"
2007,"Manuel Delgado, Armando Silva","p",,"Conferència 05/05/2007","02:22:24","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà",,308,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: L’Imaginari urbà a debat"
2007,"Manuel Delgado, Armando Silva","p",,"Conferència 05/05/2007","02:22:24","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","Còpia",309,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: L’Imaginari urbà a debat"
2007,"Manuel Delgado, Armando Silva","p",,"Conferència 05/05/2007","02:22:24","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà",,310,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: L’Imaginari urbà a debat"
2007,"Manuel Delgado, Armando Silva","p",,"Conferència 05/05/2007","02:22:24","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà","Còpia",311,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: L’Imaginari urbà a debat"
2007,"Pedro G. Romero, Joaquín Vázquez","p",,"Conferència 05/05/2007","01:05:10","Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","Original",312,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Sé villa: quan la ciutat es creu el melic del món"
2007,"Pedro G. Romero, Joaquín Vázquez","p",,"Conferència 05/05/2007","01:05:10","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà",,313,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Sé villa: quan la ciutat es creu el melic del món"
2007,"Pedro G. Romero, Joaquín Vázquez","p",,"Conferència 05/05/2007","01:05:10","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","Còpia",314,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Sé villa: quan la ciutat es creu el melic del món"
2007,"Pedro G. Romero, Joaquín Vázquez","p",,"Conferència 05/05/2007","01:05:10","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà",,315,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Sé villa: quan la ciutat es creu el melic del món"
2007,"Pedro G. Romero, Joaquín Vázquez","p",,"Conferència 05/05/2007","01:05:10","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà","Còpia",316,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Sé villa: quan la ciutat es creu el melic del món"
2007,"Joaquín Barriendos, Cristián Gómez Moya","p",,"Conferència 05/05/2007","01:33:30","Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","Original",317,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Fast-Imaginaries-Displays. Els imaginaris en l’espai eurollatinoamericà"
2007,"Joaquín Barriendos, Cristián Gómez Moya","p",,"Conferència 05/05/2007","01:33:30","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà",,318,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Fast-Imaginaries-Displays. Els imaginaris en l’espai eurollatinoamericà"
2007,"Joaquín Barriendos, Cristián Gómez Moya","p",,"Conferència 05/05/2007","01:33:30","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","Còpia",319,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Fast-Imaginaries-Displays. Els imaginaris en l’espai eurollatinoamericà"
2007,"Joaquín Barriendos, Cristián Gómez Moya","p",,"Conferència 05/05/2007","01:33:30","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà",,320,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Fast-Imaginaries-Displays. Els imaginaris en l’espai eurollatinoamericà"
2007,"Joaquín Barriendos, Cristián Gómez Moya","p",,"Conferència 05/05/2007","01:33:30","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà","Còpia",321,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Fast-Imaginaries-Displays. Els imaginaris en l’espai eurollatinoamericà"
2007,"Dean MacCannell","p",,"Conferència 08/05/2007","01:31:33","Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","anglès","Original",322,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: El paper de l’imaginari en l’àmbit del turisme"
2007,"Dean MacCannell","p",,"Conferència 08/05/2007","01:31:33","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","anglès",,323,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: El paper de l’imaginari en l’àmbit del turisme"
2007,"Dean MacCannell","p",,"Conferència 08/05/2007","01:31:33","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","anglès","Còpia",324,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: El paper de l’imaginari en l’àmbit del turisme"
2007,"Dean MacCannell","p",,"Conferència 08/05/2007","01:31:33","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","anglès",,325,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: El paper de l’imaginari en l’àmbit del turisme"
2007,"Dean MacCannell","p",,"Conferència 08/05/2007","01:31:33","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","anglès","Còpia",326,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: El paper de l’imaginari en l’àmbit del turisme"
2007,"Zaida Muxí","p",,"Conferència 09/05/2007","01:33:15","Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","Original",327,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Publicitat i creació de l’imaginari domèstic a l’Amèrica Llatina"
2007,"Zaida Muxí","p",,"Conferència 09/05/2007","01:33:15","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà",,328,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Publicitat i creació de l’imaginari domèstic a l’Amèrica Llatina"
2007,"Zaida Muxí","p",,"Conferència 09/05/2007","01:33:15","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","Còpia",329,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Publicitat i creació de l’imaginari domèstic a l’Amèrica Llatina"
2007,"Zaida Muxí","p",,"Conferència 09/05/2007","01:33:15","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà",,330,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Publicitat i creació de l’imaginari domèstic a l’Amèrica Llatina"
2007,"Zaida Muxí","p",,"Conferència 09/05/2007","01:33:15","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà","Còpia",331,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: Publicitat i creació de l’imaginari domèstic a l’Amèrica Llatina"
2007,"Ángel Quintana","p",,"Conferència 10/05/2007","01:33:34","Imaginaris urbans a l’Amèrica Llatina: arxius","MiniDV","castellà","Original",332,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: La ciutat cinematogràfica: imaginaris de ficció sobre l’Amèrica Llatina"
2007,"Ángel Quintana","p",,"Conferència 10/05/2007","01:33:34","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà",,333,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: La ciutat cinematogràfica: imaginaris de ficció sobre l’Amèrica Llatina"
2007,"Ángel Quintana","p",,"Conferència 10/05/2007","01:33:34","Imaginaris urbans a l’Amèrica Llatina: arxius","DVD","castellà","Còpia",334,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: La ciutat cinematogràfica: imaginaris de ficció sobre l’Amèrica Llatina"
2007,"Ángel Quintana","p",,"Conferència 10/05/2007","01:33:34","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà",,335,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: La ciutat cinematogràfica: imaginaris de ficció sobre l’Amèrica Llatina"
2007,"Ángel Quintana","p",,"Conferència 10/05/2007","01:33:34","Imaginaris urbans a l’Amèrica Llatina: arxius","CD (audio MP3)","castellà","Còpia",336,,"Seminari: Imaginaris urbans a l’Amèrica Llatina: arxius
Conferència: La ciutat cinematogràfica: imaginaris de ficció sobre l’Amèrica Llatina"
26102001,"Mika Vainio","p",,,00:34:23,"Arquitectures del discurs","DVD","És música","Existeix MiniDV",337,,"Activitat: Concert Mika Vainio.
Logical Volume Identifier"
2001,"Walid Sadek, Tony Chakar","p",,"Conferència 23/10/2001
Seminari a la UNIA 22-26/10/2001","01:21:14","Representacions àrabs contemporànies. Beirut / Líban","cassette","francès/anglès","Mala qualitat del so",338,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
2001,"Walid Sadek, Tony Chakar","p",,"Conferència 23/10/2001
Seminari a la UNIA 22-26/10/2001","01:21:14","Representacions àrabs contemporànies. Beirut / Líban","CD (audio MP3)","francès/anglès","Mala qualitat del so",339,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
2001,"Tony Chakar, Jalal Toufic","p",,"Conferència 24/10/2001
Seminari a la UNIA 22-26/10/2001","00:42:11","Representacions àrabs contemporànies. Beirut / Líban","cassette","anglès","Mala qualitat del so",340,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
2001,"Tony Chakar, Jalal Toufic","p",,"Conferència 24/10/2001
Seminari a la UNIA 22-26/10/2001","00:42:11","Representacions àrabs contemporànies. Beirut / Líban","CD (audio MP3)","anglès","Mala qualitat del so",341,,"Representaciones árabes contemporáneas.
Seminario I: Oriente Medio"
2007,"Catherine David, Mona Abaza","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:26:02","Representacions àrabs contemporànies","DVD","V.O. en anglès. Sense subtítols","Bona qualitat
Arxiu RAC
1/13",342,,"Changing Consumer Cultures of Modern Egypt. Cairo’s urban reshaping."
2007,"Catherine David, Etel Adnan","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:23:21","Representacions àrabs contemporànies","DVD","V.O. en francès. Sense subtítols","Bona qualitat
Arxiu RAC
2/13",343,,"In the Heart of the Heart of Another Country"
2007,"Catherine David, Hala al Abdallah","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:28:09","Representacions àrabs contemporànies","DVD","V.O. en francès. Sense subtítols","Bona qualitat
Arxiu RAC
3/13",344,,"Cultural Resistance. Documentary cinema and contemporary Syria."
2007,"Catherine David, Omar Amiralay","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:29:58","Representacions àrabs contemporànies","DVD","V.O. en francès. Sense subtítols","Bona qualitat
Arxiu RAC
4/13",345,,"Documentary, history and memory."
2007,"Catherine David, Sinaan Antoon","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:29:49","Representacions àrabs contemporànies","DVD","V.O. en anglès. Sense subtítols","Bona qualitat
Arxiu RAC
5/13",346,,"Iraq: Di/Visions of War."
2007,"Catherine David, Saafa Fathy","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:20:38","Representacions àrabs contemporànies","DVD","V.O. en francès. Sense subtítols","Bona qualitat
Arxiu RAC
6/13",347,,"Symbolic and Political power in contemporary Egypt."
2007,"Catherine David, Nabil Abdel Fattah","p",,"Conversa amb Catherine David, projectada al “Haus der Kulturen der Welt” dins el cicle DI/VISIONS (del 08/12 al 13/01/2008)
DI/VISIONS
Culture and politics of the Middle East. Filmed conversations.","00:12:40","Representacions àrabs contemporànies","DVD","V.O. en àrab. Sense subtítols","Bona qualitat
Arxiu RAC
7/13",348,,"Egypt after Mubarak."
